backtest,total_trades,average_win,average_loss,average_annual_return,drawdown,expectancy,net_profit,sharpe_ratio,loss_rate,win_rate,profit_loss_ratio,trade_frequency,total_trades_2,average_win_2,average_loss_2,annual_return,net_profit_2,sharpe_ratio_2,loss_rate_2,win_rate_2,profit_loss_ratio_2,trade_frequency_2,compounding_annual_return,alpha,beta,annual_standard_deviation,annual_variance,information_ratio,tracking_error,treynor_ratio,total_fees,probabilistic_sharpe_ratio,estimated_strategy_capacity,lowest_capacity_asset,sortino_ratio,portfolio_turnover,total_orders,start_equity,end_equity
embedded_backtest_7ceabe28645a79a3930aeba9f8bc2fdf.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_cffebf42160aa32c76588b9c44f25a26.html,,,,,11.3,-0.33,,,,,,,94,0.52,-0.5,,-7.936,-0.343,67,33,1.05,,-0.523,-0.004,-0.001,0.012,0,-0.349,0.187,3.1,,,,,,,,,
embedded_backtest_de61ec41ef9cc5f71b9f6c6b7a851c52.html,,,,,43.5,10.507,,,,,,,38,194.75,-4.56,,2325.062,1.966,74,26,42.73,,332.6,1.309,0.186,0.677,0.459,1.774,0.682,7.163,,,,,,,,,
embedded_backtest_d2fe2a9b25915f4f5f47d8d68ed10783.html,,,,,44,1.885,,,,,,,116,10.8,-1.64,,260.963,2.018,62,38,6.6,,201.266,0.894,-0.405,0.423,0.179,1.731,0.437,-2.107,,,,,,,,,
embedded_backtest_bc4622feadbdbbb778bbc60e1de5ff55.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_77e39fc1a0cfbaec95078e749a7fdb7d.html,,,,,9,0,,,,,,,1,0,0,,32.794,1.364,0,0,0,,16.444,0.009,0.973,0.095,0.009,0.475,0.011,0.133,,,,,,,,,
embedded_backtest_0daca3885a48010714bd1a6b5bc32102.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_7367a769add61715d47a20e970c69908.html,,,,,13,0.065,,,,,,,57,1.58,-5.09,,20.724,0.686,19,81,0.31,,6.469,0.067,0.425,0.095,0.009,0.567,0.12,0.154,,,,,,,,,
embedded_backtest_36502a12e214133d15dacecb30ff7d14.html,,,,,2,0,,,,,,,1,0,0,,4.096,1.951,0,0,0,,15.439,-0.001,0.993,0.059,0.003,-0.488,0.004,0.116,,,,,,,,,
embedded_backtest_e37e5324802284a579ff7f72a88ca9a9.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_baddc8e0f144d078bdcbac55b68ae9cc.html,,,,,4.2,-0.098,,,,,,,923,0.07,-0.06,,-2.537,-5.737,58,42,1.14,,-57.38,-0.728,0.541,0.112,0.012,-7.197,0.111,-1.184,,,,,,,,,
embedded_backtest_640af3a5dcbb6b9eb6da406717587b5d.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_e35a8528d585e13c047a7ecb6d3631d6.html,,,,,37,9.385,,,,,,,11,59.27,-4.95,,615.719,1.845,20,80,11.98,,197.965,0.854,0.107,0.468,0.219,1.627,0.475,8.101,,,,,,,,,
embedded_backtest_6d653e8da7c0eab16158033d1ae446f5.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_52f0376a078eed9bd9740ec0f7505523.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_a072ba096c545322a3a9dffc72ae46aa.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_7a67f6c969c854c74e48cae56b236bd4.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,-5.815,0.05,0,,0,,,,,,,
embedded_backtest_9257323a5816b08525064eba23fa668d.html,,,,,32.2,0,,,,,,,7,1.89,0,,0.535,0.288,0,100,0,,1.946,0.785,-4.545,0.532,0.283,0.023,0.627,-0.034,,,,,,,,,
embedded_backtest_216249b76516e52d64f4e8a1379e81ea.html,,,,,21,-1,,,,,,,3,0,-20.69,,-20.691,-1.39,100,0,0,,-23.32,-0.29,0.32,0.161,0.026,-1.617,0.267,-0.697,,0.389,,,,,,,
embedded_backtest_da56bc259f72e95420d8a6b90ef4804e.html,,,,,0.1,-0.567,,,,,,,19,0,-0.01,,-0.05,-3.327,67,33,0.3,,-0.153,-0.002,0.002,0,0,-3.334,0.107,-0.735,,,,,,,,,
embedded_backtest_aa8e7e86d5314e9bd56bb9519d204cc6.html,,,,,4.9,-0.062,,,,,,,43,0.45,-0.98,,-3.775,-0.911,36,64,0.46,,-7.428,-0.053,-0.031,0.067,0.004,-2.551,0.123,1.946,,,,,,,,,
embedded_backtest_8bf613e4a2b635ec4a39dcfef436cbe6.html,,,,,0,-1,,,,,,,2,0,-0.01,,-0.008,-2.948,100,0,0,,-0.091,-0.001,0,0,0,-5.047,0.043,-2.084,,,,,,,,,
embedded_backtest_e60ec232f1641c03442e0dc61beab3e4.html,,,,,7.4,0,,,,,,,347,10.05,0,,45.805,10.019,0,100,0,,986.049,0.316,0.616,0.229,0.053,-5.06,0.181,3.729,,,,,,,,,
embedded_backtest_e79725cc6baf6297a7b3b5637c167c87.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_ac973e00aa8c6c344659172629fb8741.html,,,,,8.9,-0.022,,,,,,,291,0.19,-0.19,,-1.216,-0.195,51,49,1.01,,-2.211,-0.257,12.114,0.092,0.008,-0.41,0.092,-0.001,,,,,,,,,
embedded_backtest_88288fbd561f4fa0ff9b22a474fd4cf2.html,,,,,1,-0.26,,,,,,,73,0.12,-0.07,,-0.315,-0.535,72,28,1.66,,-0.343,-0.002,-0.006,0.005,0,-2.464,0.062,0.497,,,,,,,,,
embedded_backtest_3a118609fb11852345b6a5b07da1c7f2.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_894297c1c5d6493ced88d01e86a9b9c2.html,,,,,23.2,1.349,,,,,,,69,8.44,-2.45,,183.166,0.832,47,53,3.44,,16.62,0.163,-0.255,0.168,0.028,0.21,0.231,-0.547,,,,,,,,,
embedded_backtest_308d4c4e6f7e5056a57e405d38505049.html,,,,,2.9,-1,,,,,,,5,0,-0.42,,-1.79,-0.399,100,0,0,,-0.936,-0.01,-0.033,0.019,0,0.194,0.318,0.226,,,,,,,,,
embedded_backtest_4890831af5828db40daa7662f1d50313.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_9f6a1a8579ddf848e53a4b22bc771389.html,,,,,0.5,-1,,,,,,,7,0,-0.13,,-0.395,-1.418,100,0,0,,-1.076,-0.011,0.001,0.007,0,-1.521,0.097,-9.998,,,,,,,,,
embedded_backtest_76de1406bfca7c834c340933f7b1a408.html,,,,,0.3,-1,,,,,,,11,0,-0.01,,1.218,4.593,100,0,0,,6.816,0,0.256,0.013,0,-4.596,0.039,0.238,,,,,,,,,
embedded_backtest_9ca53f97359981b6609141cde0e5f4b3.html,,,,,3.5,0,,,,,,,27,0,0,,-3.274,-16.489,0,0,0,,-98.259,-0.703,1.109,0.126,0.016,-12.626,0.066,-1.878,,,,,,,,,
embedded_backtest_7afd3349109e09041e7927400433cf38.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_58b2550a2c7cd4ae2fdfcd2e86693cf9.html,,,,,0.1,0,,,,,,,4,0,0,,-0.048,-2.868,0,0,0,,-0.683,-0.006,0,0.002,0,-0.527,0.051,-30.337,,,,,,,,,
embedded_backtest_cd42f98b1b53e9964e32e280e2c2045a.html,,,,,36.1,0,,,,,,,2,891.9,0,,891.896,2.755,0,100,0,,1042.714,0.101,0.881,0.698,0.487,-0.451,0.322,2.183,,,,,,,,,
embedded_backtest_a5d140b9a0bd23c68baa8b805a4cc763.html,,,,,0,0,,,,,,,1,0,0,,0.018,2.351,0,0,0,,0.042,0.001,-0.02,0,0,-35.493,0,-0.017,,,,,,,,,
embedded_backtest_72c6703268227196ff7e4eea1bd619c3.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_cee2072a8685f3f2619346d335f67f45.html,,,,,18.5,0.579,,,,,,,281,0.18,-0.11,,52.175,2.407,39,61,1.58,,431.368,3.301,-110.535,0.642,0.412,2.382,0.642,-0.014,,,,,,,,,
embedded_backtest_511decac40ee33f2e0c232fa2bd30484.html,,,,,25.6,-0.881,,,,,,,1564,1.81,-0.04,,-23.97,-2.078,100,0,45.69,,-80.892,-1.148,-0.374,0.57,0.325,-2.163,0.594,3.171,,,,,,,,,
embedded_backtest_2f6c5efc82c7988151658115cd95cbed.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_06f92a21c6f0493d429f6b7ae4920be7.html,,,,,12,1.142,,,,,,,458,0.95,-0.5,,303.78,1.131,26,74,1.9,,12.379,0.21,-6.774,0.088,0.008,0.945,0.088,-0.015,,,,,,,,,
embedded_backtest_0247a0db5a6ec7fb35be32cea043f82b.html,,,,,17.4,0.398,,,,,,,239,1.1,-0.65,,32.296,0.669,48,52,1.7,,10.589,0.181,-4.839,0.146,0.021,0.551,0.146,-0.02,,,,,,,,,
embedded_backtest_37f4ba4939babf96bfb7a12bc7623894.html,,,,,6,-1,,,,,,,2,0,-6.01,,-6.015,-2.584,100,0,0,,-40.938,-0.755,22.792,0.154,0.024,-2.685,0.154,-0.018,,,,,,,,,
embedded_backtest_5f753ff85dba5507a647e3a5e07e5a89.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_c66bf066df0116451b9d2b58f708ae53.html,,,,,8.4,0,,,,,,,1,0,0,,62.872,7.054,0,0,0,,22548.586,0,281.978,0.535,0.287,7.029,0.535,0.013,,,,,,,,,
embedded_backtest_3c54b3d129b65fd0c982cf4e2e7b7f62.html,,,,,25,0.177,,,,,,,493,1.52,-1.14,,56.826,0.438,49,51,1.33,,5.116,0.047,0.589,0.133,0.018,0.289,0.133,0.099,,,,,,,,,
embedded_backtest_87c7d269c32e0bc481595dd1825e928e.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_525a47a5a22e6857fecc10721e37ef50.html,,,,,5,0,,,,,,,7,3.98,0,,95.296,3.537,0,100,0,,204731.948,9.086,-212.474,1.765,3.115,3.53,1.765,-0.029,,,,,,,,,
embedded_backtest_df6f56778e08ad19169a586cd6e27e68.html,,,,,4.8,0.291,,,,,,,59,0.88,-0.37,,11.113,2.56,62,38,2.4,,60.396,0.167,0.8,0.13,0.017,1.01,0.124,0.415,,,,,,,,,
embedded_backtest_2496376cb4545319202797bbbce0bf32.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_ba434150bd770156027d3fb59518fee5.html,,,,,3,0,,,,,,,5,2.1,0,,11.683,1.976,0,100,0,,12.807,0.003,5.966,0.061,0.004,1.655,0.061,0.02,,,,,,,,,
embedded_backtest_46d2960f574c4b0924a87e90d5c2c4a3.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_e6c3178619df19838e3db0c4727359cc.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_0373b41bc670ce104ef9c9aae0970dee.html,,,,,4.7,2.597,,,,,,,250,0.43,-0.12,,47.305,1.383,21,79,3.54,,42.904,43.952,-3174.121,0.19,0.036,1.31,0.19,0,,,,,,,,,
embedded_backtest_b09450af535ae3dd392449d7902bb94a.html,,,,,25.9,0.057,,,,,,,62,0.93,-1.33,,43.525,0.689,38,62,0.7,,13.747,0.242,-6.552,0.187,0.035,0.596,0.187,-0.02,,,,,,,,,
embedded_backtest_fb09426ef6c0fdb9d8b92b6afda24f39.html,,,,,7.3,-0.029,,,,,,,28,0.58,-0.49,,38.618,2.566,56,44,1.18,,34.009,0.255,2.045,0.115,0.013,2.395,0.115,0.145,,,,,,,,,
embedded_backtest_c3b5d7b75eb28196efe7c3ef8cf9dda7.html,,,,,12.1,0,,,,,,,9,0,0,,37.991,5.962,0,0,0,,978235.597,0,496.581,1.067,1.139,5.95,1.067,0.013,,,,,,,,,
embedded_backtest_7bd1ebcc546fecf2fcf2a269456b4dfa.html,,,,,9,0.517,,,,,,,729,0.41,-0.36,,101.443,0.857,29,71,1.13,,7.258,-0.037,5.547,0.085,0.007,0.625,0.085,0.013,,,,,,,,,
embedded_backtest_ae43b2deac2ee870b7f84feadb0c4446.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_cde05b83432decd800d603f4e37bb2be.html,,,,,11.5,0.059,,,,,,,588,0.33,-0.36,,5.717,0.914,45,55,0.91,,10.343,0.048,2.743,0.111,0.012,0.74,0.111,0.037,,,,,,,,,
embedded_backtest_df96a17eae83b89e318d6bdf47e6bd3d.html,,,,,13.8,0.825,,,,,,,261,1.78,-0.98,,173.232,0.844,35,65,1.82,,9.569,0.013,4.272,0.115,0.013,0.672,0.115,0.023,,,,,,,,,
embedded_backtest_bc41a573a86f6f35c79a1d1c61a07c6b.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_5a07050255b75dded3643ecd098ca767.html,,,,,20.3,0.357,,,,,,,776,0.31,-0.62,,275.346,0.931,10,90,0.5,,17.979,0.048,1.013,0.159,0.025,0.592,0.084,0.146,,,,,,,,,
embedded_backtest_1a17c24a150d92f279008fa037c6acda.html,,,,,17.5,2.331,,,,,,,25,13.41,-4.47,,289.59,0.83,17,83,3,,11.03,0.194,-6.232,0.111,0.012,0.682,0.111,-0.015,,,,,,,,,
embedded_backtest_debc76c952c51e05684c21f41dd484ac.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_63b33528b0500f9e99cba8937677c126.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_c6d74b16889b8acf62ed02cc817a4446.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_5758142fbe10a97bb157646f24f6d17b.html,,,,,19.3,0.019,,,,,,,9512,0.07,-0.07,,21.222,0.608,51,49,1.06,,14.862,0.378,-14.219,0.234,0.055,0.537,0.234,-0.01,,,,,,,,,
embedded_backtest_58168b977faddddf17ce8748b8daa731.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_4b537ecc4171bbe1d98aed8c18d76261.html,,,,,10.6,0,,,,,,,1,0,0,,10.325,2.148,0,0,0,,230.534,-3.299,313.082,0.41,0.169,2.116,0.41,0.003,,,,,,,,,
embedded_backtest_47dc415eb29b04cf882ce4d0f1087db7.html,,,,,16.6,0.248,,,,,,,977,0.25,-0.27,,50.495,0.939,36,64,0.95,,14.512,0.123,-0.038,0.127,0.016,0.109,0.171,-3.15,,,,,,,,,
embedded_backtest_e905556f29eb9534cfeaca101a38ac5f.html,,,,,60.6,0,,,,,,,2,0.05,0,,356.535,6.329,0,100,0,,519.315,5.428,-0.309,0.854,0.729,5.598,0.95,-17.502,,88.053,,,,,,,
embedded_backtest_615ea521d02456c653636ae017dc1f16.html,,,,,23.5,0.507,,,,,,,667,0.25,-0.28,,119.759,0.806,19,81,0.87,,7.418,0.13,-4.203,0.076,0.006,0.592,0.076,-0.015,,,,,,,,,
embedded_backtest_73e6642489e60c0185ab0ffe4af097ae.html,,,,,3.1,1.538,,,,,,,10,6.22,-1.16,,8.85,1.552,60,40,5.35,,28.603,0,13.075,0.115,0.013,1.433,0.115,0.014,,,,,,,,,
embedded_backtest_d35c050dd77b0d00d91d74db2c0e9a94.html,,,,,7.2,-0.012,,,,,,,352,0.38,-0.29,,-0.805,-0.038,57,43,1.29,,-0.284,0.012,-0.947,0.035,0.001,-0.429,0.035,0.001,,,,,,,,,
embedded_backtest_7109ae2abc68f06cbf083c2939ec8d1b.html,,,,,9.5,0.478,,,,,,,172,0.73,-0.51,,33.545,1.109,40,60,1.44,,15.303,0.255,-8.064,0.111,0.012,0.961,0.111,-0.015,,,,,,,,,
embedded_backtest_ea94fb4690b3098a7d5957e33a560f6c.html,,,,,0,0,,,,,,,2,0,0,,0.079,10.302,0,0,0,,3.039,0.02,0.317,0.002,0,3.837,0.002,0.079,,,,,,,,,
embedded_backtest_b4368cdd24e987fc17fd6c55b06a4770.html,,,,,19.4,3.219,,,,,,,19,19.03,-4.3,,296.21,0.758,22,78,4.42,,7.928,0.051,1.522,0.108,0.012,0.573,0.108,0.054,,,,,,,,,
embedded_backtest_8e5890d75762f545ada191ab835ba376.html,,,,,26.9,0.271,,,,,,,7911,0.09,-0.12,,94.96,0.539,26,74,0.72,,6.351,0.094,-1.178,0.13,0.017,0.385,0.13,-0.059,,,,,,,,,
embedded_backtest_cbf0b1df2878bf9ed0febfcb9ac72fd9.html,,,,,7.1,-0.263,,,,,,,74,0.81,-0.74,,-7.116,-0.869,65,35,1.1,,-3.424,-0.081,2.402,0.039,0.002,-1.379,0.039,-0.014,,,,,,,,,
embedded_backtest_ae3f8d298952c6a16c687f0897af4685.html,,,,,59.4,25.939,,,,,,,110,583.59,-5.14,,31132.125,3.465,76,24,113.49,,30267.997,1.961,0.777,1.425,2.03,0.968,1.143,6.353,,,,,,,,,
embedded_backtest_3e452ff4d5155b1cdefbef6d04aa28cc.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_cfed24677bd5dbfab2a54186fa8b38b8.html,,,,,18.7,3.976,,,,,,,71,21.58,-1.23,,679.665,0.787,73,27,17.55,,10.782,0.016,4.838,0.142,0.02,0.648,0.142,0.023,,,,,,,,,
embedded_backtest_c8da13664c463ed7cf3c57abfe0cee31.html,,,,,8,0,,,,,,,1,0,0,,0.574,0.474,0,0,0,,11.838,4.24,-230.391,0.322,0.104,0.418,0.322,-0.001,,,,,,,,,
embedded_backtest_7d6d6a65a54d5ca5a02e88853845d00b.html,,,,,38.3,0.6,,,,,,,398,6.59,-4.22,,11588.02,1.147,38,62,1.56,,30.185,0.239,-0.13,0.207,0.043,1.068,0.207,-1.83,,,,,,,,,
embedded_backtest_eb023043386ac7af1b10285736174914.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_a74eb3c1d70557c25911f599cb0725d7.html,,,,,6.6,0.277,,,,,,,1599,0.07,-0.05,,14.6,0.842,43,57,1.25,,5.87,0.036,0.129,0.059,0.003,-0.508,0.115,0.387,,,,,,,,,
embedded_backtest_5ad570011152df144679998510fddcc4.html,,,,,0,0,,,,,,,3,0,0,,-0.014,-0.897,0,0,0,,-0.082,-0.003,0.119,0.001,0,-21.052,0.001,-0.005,,,,,,,,,
embedded_backtest_52642834e3def523fddcf5c7fb98e5fb.html,,,,,24.2,0.383,,,,,,,1738,3.01,-1.13,,2697.362,1.892,62,38,2.67,,90.526,0.198,25.759,0.375,0.141,1.839,0.375,0.028,,,,,,,,,
embedded_backtest_54cf69e046b01523094521530027a14b.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_b19d5595a56fda3478755e9be86ed1f1.html,,,,,17.3,0,,,,,,,11,0,0,,-10.742,-1.91,0,0,0,,-72.642,-1.041,8.623,0.474,0.225,-1.943,0.474,-0.105,,,,,,,,,
embedded_backtest_59744586f47b8b34af8be7daf6dac2a4.html,,,,,48.6,0.156,,,,,,,14462,0.32,-0.19,,681.09,0.674,57,43,1.66,,17.018,0.317,-9.918,0.23,0.053,0.603,0.23,-0.016,,,,,,,,,
embedded_backtest_6952ef4cda867ad06b2f0f31dc88b004.html,,,,,3.4,-0.816,,,,,,,58,0.02,-0.02,,-1.807,-4.77,89,11,0.65,,-75.682,-2.305,126.987,0.189,0.036,-4.831,0.189,-0.007,,,,,,,,,
embedded_backtest_af55720fce739d375ac456be7fb80912.html,,,,,7.1,1.018,,,,,,,16,4.97,-1.64,,13.116,1.092,50,50,3.04,,13.116,0.216,-6.762,0.097,0.009,0.923,0.097,-0.016,,,,,,,,,
embedded_backtest_7d82379a9a2258d22a6431d2e3b35178.html,,,,,0.2,0,,,,,,,3,0.19,0,,0.386,3.902,0,100,0,,7.342,0.027,0.107,0.016,0,-2.066,0.124,0.567,,,,,,,,,
embedded_backtest_c8de4a857c922fe4af161e8cb9ff5509.html,,,,,2.8,0,,,,,,,11,0,0,,-0.499,-0.285,0,0,0,,-1.485,-0.002,-0.545,0.039,0.002,-0.692,0.039,0.02,,,,,,,,,
embedded_backtest_c4a59a560a041e65ead174c335141a32.html,,,,,0,0,,,,,,,3,0,0,,-0.014,-0.91,0,0,0,,-0.083,-0.003,0.124,0.001,0,-21.074,0.001,-0.005,,,,,,,,,
embedded_backtest_88a0bba2e9cc581ff8911b6387c48f35.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_fa83989dd2c0cdfbba4e154543956419.html,,,,,2.5,0,,,,,,,3,0,0,,-0.765,-0.367,0,0,0,,-1.831,0.188,-10.525,0.046,0.002,-0.785,0.046,0.002,,,,,,,,,
embedded_backtest_8f6eb0953c6baa1a1943da9da5551963.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_fc25f238e42435b85fe97fde374893cd.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_8a7d277d1926a765acf4d0ff14085e10.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_5db2953324b68c8f4598184c3de58a5b.html,,,,,30.4,0.463,,,,,,,28,7.37,-3.83,,22.943,0.329,50,50,1.93,,5.303,0.122,-3.916,0.176,0.031,0.236,0.176,-0.015,,,,,,,,,
embedded_backtest_ca813c6db8403f9d4188ad2900f1e9bb.html,,,,,0.4,-1,,,,,,,2,0,-0.33,,0.004,0.222,100,0,0,,0.678,0,0,0.014,0,0,0,0,,,,,,,,,
embedded_backtest_4b62f554c7f6293ae3649d7606e6c3a0.html,,,,,31.2,0.314,,,,,,,1947,0.82,-0.85,,1297.253,0.908,33,67,0.96,,20.718,0.192,-1.197,0.19,0.036,0.822,0.19,-0.144,,,,,,,,,
embedded_backtest_4f6308ba5502676cb535adf659cc2ae8.html,,,,,18.8,0,,,,,,,1,0,0,,25.027,0.561,0,0,0,,8.602,0.206,-5.431,0.174,0.03,0.446,0.174,-0.018,,,,,,,,,
embedded_backtest_c79564a04b7ddaf8149b8806a33d33e0.html,,,,,2.2,0,,,,,,,1,0,0,,1.667,4.41,0,0,0,,264.307,0.007,76.306,0.193,0.037,4.354,0.192,0.011,,,,,,,,,
embedded_backtest_02018ae081f4cc2c9035c795213bb83b.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_08a1060058cca9c2dc3f2efc9c57b04f.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_0abdaaad01fc4b56c90cf60ece7dccac.html,,,,,12.9,0.153,,,,,,,270,1.79,-1.69,,34.436,0.555,44,56,1.06,,3.767,0.067,-2.163,0.058,0.003,0.27,0.058,-0.015,,,,,,,,,
embedded_backtest_df7dcd9082122dffa133e47dcb387bc3.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_28e825fbe906e06e428da335fb6f62ec.html,,,,,25.7,0.269,,,,,,,2264,2.57,-1.22,,2590.077,1.463,59,41,2.11,,63.761,0.337,0.309,0.311,0.097,0.148,0.498,1.47,,,,,,,,,
embedded_backtest_ca6c4859e107f8b04390539a2db2b1f0.html,,,,,1.2,0,,,,,,,1,0,0,,5.158,4.916,0,0,0,,77.467,0.553,-2.264,0.104,0.011,4.746,0.104,-0.226,,,,,,,,,
embedded_backtest_716bfe2e87d333e82290a78b5cd9ec08.html,,,,,30.4,1.839,,,,,,,240,1.76,-0.69,,451.332,0.848,20,80,2.56,,12.835,0.229,-7.402,0.127,0.016,0.718,0.127,-0.015,,,,,,,,,
embedded_backtest_30ae1d833095f1fba203b6147ddf49fe.html,,,,,3.9,-0.255,,,,,,,6,2.48,-2.01,,-1.598,-5.612,67,33,1.23,,-55.631,-4.027,291.851,0.09,0.008,-5.767,0.089,-0.002,,,,,,,,,
embedded_backtest_49178b1f2de4cb213e45a87193091de5.html,,,,,1.7,6.442,,,,,,,36,0.95,-0.12,,19.435,4.395,18,82,8.1,,19.571,0.099,0.267,0.039,0.002,-1.225,0.078,0.638,,,,,,,,,
embedded_backtest_db38947399d1f483c67e44df16a8ae6d.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_58eb88658b3810b9e6cf48e337b71643.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_e622ecc09ba08226f9c88a7adb538b30.html,,,,,32.4,0,,,,,,,1,0,0,,350.036,0.913,0,0,0,,22.772,0.407,-13.139,0.209,0.044,0.834,0.209,-0.015,,,,,,,,,
embedded_backtest_b7b7ab2d62b49b985ef07ea54076ba38.html,,,,,0.2,-0.436,,,,,,,9,0.01,-0.1,,-0.168,-7.321,50,50,0.13,,-12.305,-0.003,-7.43,0.012,0,-8.204,0.012,0.011,,,,,,,,,
embedded_backtest_ed551b8dd3e49993774ca638f228b1de.html,,,,,0,0,,,,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,
embedded_backtest_7cf75a04f9d6e2add1597e5e0db13141.html,,,,,4,-1,,,,,,,3,0,-0.15,,-1.844,-2.907,100,0,0,,-96.651,-0.245,-133.37,0.506,0.256,-2.925,0.506,0.011,,,,,,,,,
embedded_backtest_9a4a80b881c6c80ba145626a9f391140.html,,,,,1.3,0,,,,,,,2,7.59,0,,7.796,2.66,0,100,0,,7.848,0.093,-0.889,0.028,0.001,1.959,0.028,-0.085,,,,,,,,,
embedded_backtest_4ad4192e1006a2f939d22ec4a4594430.html,,,,,4.7,0.028,,,,,,,491,0.41,-0.24,,2.045,0.364,62,38,1.74,,3.049,-0.02,2.943,0.074,0.005,0.146,0.074,0.009,,,,,,,,,
